Opening port
Debug on
Port open
Compiled: Apr  2 2015, 13:03:29,
#,Parameter,value,comment
#,sampRate,250,Samples per second desired
#,sampFreq,250,Samples per second used
#,sampIntUSec,4000,Sample interval in microseconds
#,MinCumCuts,6,Minimum number of cumulative cuts per snippet for displacement
#,M,2
#,N,8

Not logging to SD card
Logging to serial
$,Sample,I,Q,IsCut,CurrCuts,RunCuts,Disp,Conf
$,752,13,16,0,0,-3,,
$,753,15,13,0,0,-3,,
$,754,13,12,0,0,-3,,
$,755,11,14,0,0,-3,,
$,756,13,14,0,0,-3,,
$,757,16,13,0,0,-3,,
$,758,13,13,0,0,-3,,
$,759,9,13,0,0,-3,,
$,760,12,14,0,0,-3,,
$,761,17,13,0,0,-3,,
$,762,13,13,0,0,-3,,
$,763,8,13,0,0,-3,,
$,764,12,13,0,0,-3,,
$,765,17,13,0,0,-3,,
$,766,12,14,0,0,-3,,
$,767,9,13,0,0,-3,,
$,768,13,12,0,0,-3,,
$,769,17,13,0,0,-3,,
$,770,13,15,0,0,-3,,
$,771,9,13,0,0,-3,,
$,772,13,12,0,0,-3,,
$,773,18,13,0,0,-3,,
$,774,13,16,0,0,-3,,
$,775,9,14,0,0,-3,,
$,776,13,12,0,0,-3,,
$,777,16,14,0,0,-3,,
$,778,12,16,0,0,-3,,
$,779,12,14,0,0,-3,,
$,780,14,12,0,0,-3,,
$,781,15,14,0,0,-3,,
$,782,13,17,1,1,-2,,
$,783,14,14,-1,0,-3,,
$,784,14,11,0,0,-3,,
$,785,14,14,0,0,-3,,
$,786,14,18,1,1,-2,,
$,787,14,14,-1,0,-3,,
$,788,14,10,0,0,-3,,
$,789,13,14,0,0,-3,,
$,790,13,19,1,1,-2,,
$,791,14,14,-1,0,-3,,
$,792,13,10,0,0,-3,,
$,793,13,14,0,0,-3,,
$,794,13,19,1,1,-2,,
$,795,15,14,-1,0,-3,,
$,796,14,9,0,0,-3,,
$,797,13,14,0,0,-3,,
$,798,14,19,1,1,-2,,
$,799,15,14,-1,0,-3,,
$,800,14,10,0,0,-3,,
$,801,12,14,0,0,-3,,
$,802,13,17,1,1,-2,,
$,803,16,13,-1,0,-3,,
$,804,14,12,0,0,-3,,
$,805,12,14,0,0,-3,,
$,806,14,15,0,0,-3,,
$,807,16,13,0,0,-3,,
$,808,14,14,0,0,-3,,
$,809,11,14,0,0,-3,,
$,810,13,14,0,0,-3,,
$,811,16,14,0,0,-3,,
$,812,13,14,0,0,-3,,
$,813,10,14,0,0,-3,,
$,814,13,14,0,0,-3,,
$,815,20,14,0,0,-3,,
$,816,15,16,0,0,-3,,
$,817,10,15,0,0,-3,,
$,818,15,14,0,0,-3,,
$,819,19,15,0,0,-3,,
$,820,14,16,0,0,-3,,
$,821,10,15,0,0,-3,,
$,822,14,14,0,0,-3,,
$,823,19,15,0,0,-3,,
$,824,14,16,0,0,-3,,
$,825,10,15,0,0,-3,,
$,826,14,13,0,0,-3,,
$,827,18,14,0,0,-3,,
$,828,14,17,1,1,-2,,
$,829,12,15,-1,0,-3,,
$,830,15,13,0,0,-3,,
$,831,16,15,0,0,-3,,
$,832,14,17,1,1,-2,,
$,833,14,15,-1,0,-3,,
$,834,15,12,0,0,-3,,
$,835,15,14,0,0,-3,,
$,836,14,17,1,1,-2,,
$,837,14,14,-1,0,-3,,
$,838,14,11,0,0,-3,,
$,839,14,14,0,0,-3,,
$,840,14,18,1,1,-2,,
$,841,15,14,-1,0,-3,,
$,842,14,11,0,0,-3,,
$,843,14,14,0,0,-3,,
$,844,14,19,1,1,-2,,
$,845,15,15,-1,0,-3,,
$,846,14,11,0,0,-3,,
$,847,14,15,0,0,-3,,
$,848,14,19,1,1,-2,,
$,849,16,15,-1,0,-3,,
$,850,15,11,0,0,-3,,
$,851,13,15,0,0,-3,,
$,852,14,19,1,1,-2,,
$,853,17,15,0,1,-2,,
$,854,15,13,0,1,-2,,
$,855,14,16,0,1,-2,,
$,856,15,17,0,1,-2,,
$,857,18,15,0,1,-2,,
$,858,16,15,0,1,-2,,
$,859,11,16,0,1,-2,,
$,860,14,16,0,1,-2,,
$,861,18,15,0,1,-2,,
$,862,14,16,0,1,-2,,
$,863,11,16,0,1,-2,,
$,864,14,15,0,1,-2,,
$,865,19,15,0,1,-2,,
$,866,15,16,0,1,-2,,
$,867,11,15,0,1,-2,,
$,868,15,15,0,1,-2,,
$,869,20,15,0,1,-2,,
$,870,15,16,0,1,-2,,
$,871,11,15,0,1,-2,,
$,872,15,15,0,1,-2,,
$,873,19,15,0,1,-2,,
$,874,15,17,0,1,-2,,
$,875,11,16,0,1,-2,,
$,876,15,14,0,1,-2,,
$,877,19,15,0,1,-2,,
$,878,15,18,0,1,-2,,
$,879,12,16,0,1,-2,,
$,880,15,14,0,1,-2,,
$,881,17,16,0,1,-2,,
$,882,14,18,0,1,-2,,
$,883,15,16,0,1,-2,,
$,884,16,14,0,1,-2,,
$,885,16,16,0,1,-2,,
$,886,15,18,0,1,-2,,
$,887,15,16,0,1,-2,,
$,888,15,12,0,1,-2,,
$,889,15,15,0,1,-2,,
$,890,15,20,1,2,-1,,
$,891,16,16,0,2,-1,,
$,892,15,12,0,2,-1,,
$,893,15,16,0,2,-1,,
$,894,15,21,0,2,-1,,
$,895,17,16,0,2,-1,,
$,896,16,12,0,2,-1,,
$,897,15,16,0,2,-1,,
$,898,16,21,0,2,-1,,
$,899,18,16,0,2,-1,,
$,900,16,12,0,2,-1,,
$,901,15,16,0,2,-1,,
$,902,16,21,0,2,-1,,
$,903,18,16,0,2,-1,,
$,904,16,14,0,2,-1,,
$,905,15,17,1,3,0,,
$,906,16,19,0,3,0,,
$,907,18,16,0,3,0,,
$,908,16,16,0,3,0,,
$,909,13,17,0,3,0,,
$,910,15,17,0,3,0,,
$,911,19,16,0,3,0,,
$,912,16,17,0,3,0,,
$,913,12,17,0,3,0,,
$,914,15,17,0,3,0,,
$,915,21,17,0,3,0,,
$,916,16,17,0,3,0,,
$,917,13,17,0,3,0,,
$,918,17,16,0,3,0,,
$,919,21,16,0,3,0,,
$,920,17,18,0,3,0,,
$,921,12,17,0,3,0,,
$,922,16,16,0,3,0,,
$,923,22,17,0,3,0,,
$,924,17,19,0,3,0,,
$,925,13,17,0,3,0,,
$,926,17,16,0,3,0,,
$,927,22,17,0,3,0,,
$,928,17,20,0,3,0,,
$,929,14,18,0,3,0,,
$,930,18,16,0,3,0,,
$,931,21,18,0,3,0,,
$,932,17,21,0,3,0,,
$,933,17,18,0,3,0,,
$,934,19,16,0,3,0,,
$,935,19,18,0,3,0,,
$,936,18,22,0,3,0,,
$,937,19,19,0,3,0,,
$,938,19,16,0,3,0,,
$,939,20,19,0,3,0,,
$,940,19,24,0,3,0,,
$,941,21,20,0,3,0,,
$,942,20,16,0,3,0,,
$,943,20,20,0,3,0,,
$,944,20,26,0,3,0,,
$,945,22,21,0,3,0,,
$,946,21,18,0,3,0,,
$,947,21,22,0,3,0,,
$,948,21,28,0,3,0,,
$,949,24,23,0,3,0,,
$,950,22,19,0,3,0,,
$,951,23,23,0,3,0,,
$,952,23,30,0,3,0,,
$,953,27,24,0,3,0,,
$,954,25,23,0,3,0,,
$,955,26,26,0,3,0,,
$,956,26,31,0,3,0,,
$,957,31,27,0,3,0,,
$,958,28,28,0,3,0,,
$,959,28,29,0,3,0,,
$,960,29,31,0,3,0,,
$,961,34,29,0,3,0,,
$,962,31,32,0,3,0,,
$,963,30,31,0,3,0,,
$,964,32,32,0,3,0,,
$,965,37,32,0,3,0,,
$,966,33,34,0,3,0,,
$,967,30,33,0,3,0,,
$,968,33,34,0,3,0,,
$,969,38,34,0,3,0,,
$,970,34,36,0,3,0,,
$,971,31,35,0,3,0,,
$,972,34,36,0,3,0,,
$,973,41,36,0,3,0,,
$,974,36,39,0,3,0,,
$,975,34,37,0,3,0,,
$,976,37,39,0,3,0,,
$,977,45,39,0,3,0,,
$,978,39,43,0,3,0,,
$,979,39,41,0,3,0,,
$,980,42,43,0,3,0,,
$,981,48,43,0,3,0,,
$,982,43,48,0,3,0,,
$,983,46,45,0,3,0,,
$,984,47,46,0,3,0,,
$,985,49,47,0,3,0,,
$,986,47,51,0,3,0,,
$,987,49,48,0,3,0,,
$,988,49,47,0,3,0,,
$,989,50,49,0,3,0,,
$,990,49,53,0,3,0,,
$,991,50,50,0,3,0,,
$,992,50,48,0,3,0,,
$,993,50,50,0,3,0,,
$,994,50,54,0,3,0,,
$,995,50,51,0,3,0,,
$,996,50,47,0,3,0,,
$,997,50,50,0,3,0,,
$,998,50,54,0,3,0,,
$,999,51,50,0,3,0,,
$,1000,50,47,0,0,0,,
$,1001,50,50,0,0,0,,
$,1002,50,55,0,0,0,,
$,1003,51,51,0,0,0,,
$,1004,50,47,0,0,0,,
$,1005,49,51,0,0,0,,
$,1006,50,53,0,0,0,,
$,1007,52,50,0,0,0,,
$,1008,50,48,0,0,0,,
$,1009,48,50,0,0,0,,
$,1010,50,51,0,0,0,,
$,1011,51,49,0,0,0,,
$,1012,49,49,0,0,0,,
$,1013,47,50,0,0,0,,
$,1014,49,50,0,0,0,,
$,1015,52,49,0,0,0,,
$,1016,49,49,0,0,0,,
$,1017,45,49,0,0,0,,
$,1018,48,49,0,0,0,,
$,1019,52,49,0,0,0,,
$,1020,48,48,0,0,0,,
$,1021,43,48,0,0,0,,
$,1022,47,47,0,0,0,,
$,1023,50,47,0,0,0,,
$,1024,46,47,0,0,0,,
$,1025,41,47,0,0,0,,
$,1026,45,44,0,0,0,,
$,1027,49,45,0,0,0,,
$,1028,45,46,0,0,0,,
$,1029,41,45,0,0,0,,
$,1030,45,43,0,0,0,,
$,1031,47,44,0,0,0,,
$,1032,44,46,0,0,0,,
$,1033,41,44,0,0,0,,
$,1034,44,42,0,0,0,,
$,1035,43,44,0,0,0,,
$,1036,42,45,0,0,0,,
$,1037,42,43,0,0,0,,
$,1038,42,39,0,0,0,,
$,1039,42,42,0,0,0,,
$,1040,42,46,0,0,0,,
$,1041,41,42,0,0,0,,
$,1042,41,38,0,0,0,,
$,1043,41,42,0,0,0,,
$,1044,41,45,0,0,0,,
$,1045,41,41,0,0,0,,
$,1046,41,36,0,0,0,,
$,1047,39,40,0,0,0,,
$,1048,40,44,0,0,0,,
$,1049,40,40,0,0,0,,
$,1050,39,34,0,0,0,,
$,1051,38,39,0,0,0,,
$,1052,39,43,0,0,0,,
$,1053,39,38,0,0,0,,
$,1054,38,33,0,0,0,,
$,1055,35,38,0,0,0,,
$,1056,37,41,0,0,0,,
$,1057,38,37,0,0,0,,
$,1058,36,34,0,0,0,,
$,1059,34,37,0,0,0,,
$,1060,36,37,0,0,0,,
$,1061,37,35,0,0,0,,
$,1062,35,35,0,0,0,,
$,1063,31,36,0,0,0,,
$,1064,34,34,0,0,0,,
$,1065,36,34,0,0,0,,
$,1066,33,33,0,0,0,,
$,1067,29,33,0,0,0,,
$,1068,32,32,0,0,0,,
$,1069,36,32,0,0,0,,
$,1070,32,33,0,0,0,,
$,1071,27,32,0,0,0,,
$,1072,31,31,0,0,0,,
$,1073,35,32,0,0,0,,
$,1074,31,32,0,0,0,,
$,1075,26,31,0,0,0,,
$,1076,30,29,0,0,0,,
$,1077,34,30,0,0,0,,
$,1078,30,31,0,0,0,,
$,1079,24,30,0,0,0,,
$,1080,29,28,0,0,0,,
$,1081,32,29,0,0,0,,
$,1082,28,30,0,0,0,,
$,1083,25,29,0,0,0,,
$,1084,28,25,0,0,0,,
$,1085,28,27,0,0,0,,
$,1086,26,29,0,0,0,,
$,1087,25,27,0,0,0,,
$,1088,26,21,0,0,0,,
$,1089,25,25,0,0,0,,
$,1090,25,28,0,0,0,,
$,1091,24,24,0,0,0,,
$,1092,24,21,0,0,0,,
$,1093,24,24,0,0,0,,
$,1094,24,28,0,0,0,,
$,1095,26,24,0,0,0,,
$,1096,25,22,0,0,0,,
$,1097,26,25,0,0,0,,
$,1098,26,32,0,0,0,,
$,1099,29,27,0,0,0,,
$,1100,27,25,0,0,0,,
$,1101,29,28,0,0,0,,
$,1102,29,36,0,0,0,,
$,1103,33,30,0,0,0,,
$,1104,31,29,0,0,0,,
$,1105,33,32,0,0,0,,
$,1106,33,40,0,0,0,,
$,1107,38,34,0,0,0,,
$,1108,35,35,0,0,0,,
$,1109,37,37,0,0,0,,
$,1110,37,42,0,0,0,,
$,1111,43,38,0,0,0,,
$,1112,40,42,0,0,0,,
$,1113,40,42,0,0,0,,
$,1114,41,44,0,0,0,,
$,1115,47,43,0,0,0,,
$,1116,43,46,0,0,0,,
$,1117,44,45,0,0,0,,
$,1118,45,48,0,0,0,,
$,1119,51,47,0,0,0,,
$,1120,47,49,0,0,0,,
$,1121,45,48,0,0,0,,
$,1122,48,49,0,0,0,,
$,1123,52,49,0,0,0,,
$,1124,48,50,0,0,0,,
$,1125,46,49,0,0,0,,
$,1126,49,50,0,0,0,,
$,1127,54,50,0,0,0,,
$,1128,50,51,0,0,0,,
$,1129,46,50,0,0,0,,
$,1130,50,50,0,0,0,,
$,1131,54,50,0,0,0,,
$,1132,50,51,0,0,0,,
$,1133,47,50,0,0,0,,
$,1134,50,49,0,0,0,,
$,1135,52,50,0,0,0,,
$,1136,49,51,0,0,0,,
$,1137,49,50,0,0,0,,
$,1138,50,48,0,0,0,,
$,1139,50,49,0,0,0,,
$,1140,49,52,0,0,0,,
$,1141,49,50,0,0,0,,
$,1142,49,48,0,0,0,,
$,1143,49,50,0,0,0,,
$,1144,49,52,0,0,0,,
$,1145,48,50,0,0,0,,
$,1146,48,46,0,0,0,,
$,1147,49,49,0,0,0,,
$,1148,48,52,0,0,0,,
$,1149,48,49,0,0,0,,
$,1150,48,45,0,0,0,,
$,1151,48,48,0,0,0,,
$,1152,48,52,0,0,0,,
$,1153,48,48,0,0,0,,
$,1154,48,44,0,0,0,,
$,1155,46,48,0,0,0,,
$,1156,47,50,0,0,0,,
$,1157,48,47,0,0,0,,
$,1158,47,44,0,0,0,,
$,1159,44,47,0,0,0,,
$,1160,46,48,0,0,0,,
$,1161,47,46,0,0,0,,
$,1162,45,44,0,0,0,,
$,1163,42,46,0,0,0,,
$,1164,44,45,0,0,0,,
$,1165,45,44,0,0,0,,
$,1166,43,43,0,0,0,,
$,1167,41,44,0,0,0,,
$,1168,43,43,0,0,0,,
$,1169,45,43,0,0,0,,
$,1170,43,42,0,0,0,,
$,1171,37,42,0,0,0,,
$,1172,41,40,0,0,0,,
$,1173,43,41,0,0,0,,
$,1174,40,39,0,0,0,,
$,1175,34,39,0,0,0,,
$,1176,38,37,0,0,0,,
$,1177,41,38,0,0,0,,
$,1178,37,37,0,0,0,,
$,1179,31,37,0,0,0,,
$,1180,36,34,0,0,0,,
$,1181,39,35,0,0,0,,
$,1182,35,36,0,0,0,,
$,1183,30,35,0,0,0,,
$,1184,34,31,0,0,0,,
$,1185,34,33,0,0,0,,
$,1186,32,34,0,0,0,,
$,1187,29,32,0,0,0,,
$,1188,31,28,0,0,0,,
$,1189,30,31,0,0,0,,
$,1190,29,32,0,0,0,,
$,1191,28,30,0,0,0,,
$,1192,29,25,0,0,0,,
$,1193,26,28,0,0,0,,
$,1194,27,30,0,0,0,,
$,1195,25,27,0,0,0,,
$,1196,25,21,0,0,0,,
$,1197,23,25,0,0,0,,
$,1198,24,27,0,0,0,,
$,1199,22,24,0,0,0,,
$,1200,22,18,0,0,0,,
$,1201,20,22,1,1,1,,
$,1202,21,24,0,1,1,,
$,1203,21,21,0,1,1,,
$,1204,20,15,0,1,1,,
$,1205,17,19,0,1,1,,
$,1206,19,22,1,2,2,,
$,1207,19,18,-1,1,1,,
$,1208,18,15,0,1,1,,
$,1209,15,18,0,1,1,,
$,1210,17,19,0,1,1,,
$,1211,18,17,0,1,1,,
$,1212,16,15,0,1,1,,
$,1213,13,17,0,1,1,,
$,1214,15,16,0,1,1,,
$,1215,17,15,0,1,1,,
$,1216,15,15,0,1,1,,
$,1217,11,15,0,1,1,,
$,1218,14,14,0,1,1,,
$,1219,17,14,0,1,1,,
$,1220,14,13,0,1,1,,
$,1221,8,13,0,1,1,,
$,1222,12,12,0,1,1,,
$,1223,15,12,0,1,1,,
$,1224,11,12,0,1,1,,
$,1225,6,12,0,1,1,,
$,1226,10,9,0,1,1,,
$,1227,13,10,0,1,1,,
$,1228,9,9,0,1,1,,
$,1229,2,9,0,1,1,,
$,1230,7,5,0,1,1,,
$,1231,10,7,0,1,1,,
$,1232,6,6,0,1,1,,
$,1233,0,5,0,1,1,,
$,1234,5,1,0,1,1,,
$,1235,4,3,0,1,1,,
$,1236,2,2,0,1,1,,
$,1237,0,1,0,1,1,,
$,1238,2,0,0,1,1,,
$,1239,0,1,0,1,1,,
$,1240,0,0,0,1,1,,
$,1241,0,0,0,1,1,,
$,1242,0,0,0,1,1,,
$,1243,0,0,0,1,1,,
$,1244,0,0,0,1,1,,
$,1245,0,0,0,1,1,,
$,1246,0,0,0,1,1,,
$,1247,0,0,0,1,1,,
$,1248,0,0,0,1,1,,
$,1249,0,0,0,1,1,,
$,1250,0,0,0,0,1,,
$,1251,0,0,0,0,1,,
$,1252,0,0,0,0,1,,
$,1253,0,0,0,0,1,,
$,1254,0,0,0,0,1,,
$,1255,0,0,0,0,1,,
$,1256,0,0,0,0,1,,
$,1257,0,0,0,0,1,,
$,1258,0,0,0,0,1,,
$,1259,0,0,0,0,1,,
$,1260,0,0,0,0,1,,
$,1261,0,0,0,0,1,,
$,1262,0,0,0,0,1,,
$,1263,0,0,0,0,1,,
$,1264,0,0,0,0,1,,
$,1265,0,0,0,0,1,,
$,1266,0,0,0,0,1,,
$,1267,0,0,0,0,1,,
$,1268,0,0,0,0,1,,
$,1269,0,0,0,0,1,,
$,1270,0,0,0,0,1,,
$,1271,0,0,0,0,1,,
$,1272,0,0,0,0,1,,
$,1273,0,0,0,0,1,,
$,1274,0,0,0,0,1,,
$,1275,0,0,0,0,1,,
$,1276,0,0,0,0,1,,
$,1277,0,0,0,0,1,,
$,1278,0,0,0,0,1,,
$,1279,0,0,0,0,1,,
$,1280,0,0,0,0,1,,
$,1281,0,0,0,0,1,,
$,1282,0,0,0,0,1,,
$,1283,0,0,0,0,1,,
$,1284,0,0,0,0,1,,
$,1285,0,0,0,0,1,,
$,1286,0,0,0,0,1,,
$,1287,0,0,0,0,1,,
$,1288,0,0,0,0,1,,
$,1289,0,0,0,0,1,,
$,1290,0,0,0,0,1,,
$,1291,0,0,0,0,1,,
$,1292,0,0,0,0,1,,
$,1293,0,0,0,0,1,,
$,1294,0,0,0,0,1,,
$,1295,0,0,0,0,1,,
$,1296,0,0,0,0,1,,
$,1297,0,0,0,0,1,,
$,1298,0,0,0,0,1,,
$,1299,0,0,0,0,1,,
$,1300,0,0,0,0,1,,
$,1301,0,0,0,0,1,,
$,1302,0,0,0,0,1,,
$,1303,0,0,0,0,1,,
$,1304,0,0,0,0,1,,
$,1305,0,0,0,0,1,,
$,1306,0,0,0,0,1,,
$,1307,0,0,0,0,1,,
$,1308,0,0,0,0,1,,
$,1309,0,0,0,0,1,,
$,1310,0,0,0,0,1,,
$,1311,0,0,0,0,1,,
$,1312,0,0,0,0,1,,
$,1313,0,0,0,0,1,,
$,1314,0,0,0,0,1,,
$,1315,0,0,0,0,1,,
$,1316,0,0,0,0,1,,
$,1317,0,0,0,0,1,,
$,1318,0,0,0,0,1,,
$,1319,0,0,0,0,1,,
$,1320,0,0,0,0,1,,
$,1321,0,0,0,0,1,,
$,1322,0,0,0,0,1,,
$,1323,0,0,0,0,1,,
$,1324,0,0,0,0,1,,
$,1325,0,0,0,0,1,,
$,1326,0,0,0,0,1,,
$,1327,0,0,0,0,1,,
$,1328,0,0,0,0,1,,
$,1329,0,0,0,0,1,,
$,1330,0,0,0,0,1,,
$,1331,0,0,0,0,1,,
$,1332,0,0,0,0,1,,
$,1333,0,0,0,0,1,,
$,1334,0,0,0,0,1,,
$,1335,0,0,0,0,1,,
$,1336,0,0,0,0,1,,
$,1337,0,0,0,0,1,,
$,1338,0,0,0,0,1,,
$,1339,0,0,0,0,1,,
$,1340,0,0,0,0,1,,
$,1341,0,0,0,0,1,,
$,1342,0,0,0,0,1,,
$,1343,0,0,0,0,1,,
$,1344,0,0,0,0,1,,
$,1345,0,0,0,0,1,,
$,1346,0,0,0,0,1,,
$,1347,0,0,0,0,1,,
$,1348,0,0,0,0,1,,
$,1349,0,0,0,0,1,,
$,1350,0,0,0,0,1,,
$,1351,0,0,0,0,1,,
$,1352,0,0,0,0,1,,
$,1353,0,0,0,0,1,,
$,1354,0,0,0,0,1,,
$,1355,0,0,0,0,1,,
$,1356,0,0,0,0,1,,
$,1357,0,0,0,0,1,,
$,1358,0,0,0,0,1,,
$,1359,0,0,0,0,1,,
$,1360,0,0,0,0,1,,
$,1361,0,0,0,0,1,,
$,1362,0,0,0,0,1,,
$,1363,0,0,0,0,1,,
$,1364,0,0,0,0,1,,
$,1365,0,0,0,0,1,,
$,1366,0,0,0,0,1,,
$,1367,0,0,0,0,1,,
$,1368,0,0,0,0,1,,
$,1369,0,0,0,0,1,,
$,1370,0,0,0,0,1,,
$,1371,0,0,0,0,1,,
$,1372,0,0,0,0,1,,
$,1373,0,0,0,0,1,,
$,1374,0,0,0,0,1,,
$,1375,0,0,0,0,1,,
$,1376,0,0,0,0,1,,
$,1377,0,0,0,0,1,,
$,1378,0,0,0,0,1,,
$,1379,0,0,0,0,1,,
$,1380,0,0,0,0,1,,
$,1381,0,0,0,0,1,,
$,1382,0,0,0,0,1,,
$,1383,0,0,0,0,1,,
$,1384,0,0,0,0,1,,
$,1385,0,0,0,0,1,,
$,1386,0,0,0,0,1,,
$,1387,0,0,0,0,1,,
$,1388,0,0,0,0,1,,
$,1389,0,0,0,0,1,,
$,1390,0,0,0,0,1,,
$,1391,0,0,0,0,1,,
$,1392,0,0,0,0,1,,
$,1393,0,0,0,0,1,,
$,1394,0,0,0,0,1,,
$,1395,0,0,0,0,1,,
$,1396,0,0,0,0,1,,
$,1397,0,0,0,0,1,,
$,1398,0,0,0,0,1,,
$,1399,0,0,0,0,1,,
$,1400,0,0,0,0,1,,
$,1401,0,0,0,0,1,,
$,1402,0,0,0,0,1,,
$,1403,0,0,0,0,1,,
$,1404,0,0,0,0,1,,
$,1405,0,0,0,0,1,,
$,1406,0,0,0,0,1,,
$,1407,0,0,0,0,1,,
$,1408,0,0,0,0,1,,
$,1409,0,0,0,0,1,,
$,1410,0,0,0,0,1,,
$,1411,0,0,0,0,1,,
$,1412,0,0,0,0,1,,
$,1413,0,0,0,0,1,,
$,1414,0,0,0,0,1,,
$,1415,0,0,0,0,1,,
$,1416,0,0,0,0,1,,
$,1417,0,0,0,0,1,,
$,1418,0,0,0,0,1,,
$,1419,0,0,0,0,1,,
$,1420,0,0,0,0,1,,
$,1421,0,0,0,0,1,,
$,1422,0,0,0,0,1,,
$,1423,0,0,0,0,1,,
$,1424,0,0,0,0,1,,
$,1425,0,0,0,0,1,,
$,1426,0,0,0,0,1,,
$,1427,0,0,0,0,1,,
$,1428,0,0,0,0,1,,
$,1429,0,0,0,0,1,,
$,1430,0,0,0,0,1,,
$,1431,0,0,0,0,1,,
$,1432,0,0,0,0,1,,
$,1433,0,0,0,0,1,,
$,1434,0,0,0,0,1,,
$,1435,0,0,0,0,1,,
$,1436,0,0,0,0,1,,
$,1437,0,0,0,0,1,,
$,1438,0,0,0,0,1,,
$,1439,0,0,0,0,1,,
$,1440,0,0,0,0,1,,
$,1441,0,0,0,0,1,,
$,1442,0,0,0,0,1,,
$,1443,0,0,0,0,1,,
$,1444,0,0,0,0,1,,
$,1445,0,0,0,0,1,,
$,1446,0,0,0,0,1,,
$,1447,0,0,0,0,1,,
$,1448,0,0,0,0,1,,
$,1449,0,0,0,0,1,,
$,1450,0,0,0,0,1,,
$,1451,0,0,0,0,1,,
$,1452,0,0,0,0,1,,
$,1453,0,0,0,0,1,,
$,1454,0,0,0,0,1,,
$,1455,0,0,0,0,1,,
$,1456,0,0,0,0,1,,
$,1457,0,0,0,0,1,,
$,1458,0,0,0,0,1,,
$,1459,0,0,0,0,1,,
$,1460,0,0,0,0,1,,
$,1461,0,0,0,0,1,,
$,1462,0,0,0,0,1,,
$,1463,0,0,0,0,1,,
$,1464,0,0,0,0,1,,
$,1465,0,0,0,0,1,,
$,1466,0,0,0,0,1,,
$,1467,0,0,0,0,1,,
$,1468,0,0,0,0,1,,
$,1469,0,0,0,0,1,,
$,1470,0,0,0,0,1,,
$,1471,0,0,0,0,1,,
$,1472,0,0,0,0,1,,
$,1473,0,0,0,0,1,,
$,1474,0,0,0,0,1,,
$,1475,0,0,0,0,1,,
$,1476,0,0,0,0,1,,
$,1477,0,0,0,0,1,,
$,1478,0,0,0,0,1,,
$,1479,0,0,0,0,1,,
$,1480,0,0,0,0,1,,
$,1481,0,0,0,0,1,,
$,1482,0,0,0,0,1,,
$,1483,0,0,0,0,1,,
$,1484,0,0,0,0,1,,
$,1485,0,0,0,0,1,,
$,1486,0,0,0,0,1,,
$,1487,0,0,0,0,1,,
$,1488,0,0,0,0,1,,
$,1489,0,0,0,0,1,,
$,1490,0,0,0,0,1,,
$,1491,0,0,0,0,1,,
$,1492,0,0,0,0,1,,
$,1493,0,0,0,0,1,,
$,1494,0,0,0,0,1,,
$,1495,0,0,0,0,1,,
$,1496,0,0,0,0,1,,
$,1497,0,0,0,0,1,,
$,1498,0,0,0,0,1,,
$,1499,0,0,0,0,1,,
$,1500,0,0,0,0,1,,
$,1501,0,0,0,0,1,,
$,1502,0,0,0,0,1,,
$,1503,0,0,0,0,1,,
$,1504,0,0,0,0,1,,
$,1505,0,0,0,0,1,,
$,1506,0,0,0,0,1,,
$,1507,0,0,0,0,1,,
$,1508,0,0,0,0,1,,
$,1509,0,0,0,0,1,,
$,1510,0,0,0,0,1,,
$,1511,0,0,0,0,1,,
$,1512,0,0,0,0,1,,
$,1513,0,0,0,0,1,,
$,1514,0,0,0,0,1,,
$,1515,0,0,0,0,1,,
$,1516,0,0,0,0,1,,
$,1517,0,0,0,0,1,,
$,1518,0,0,0,0,1,,
$,1519,0,0,0,0,1,,
$,1520,0,0,0,0,1,,
$,1521,0,0,0,0,1,,
$,1522,0,0,0,0,1,,
$,1523,0,0,0,0,1,,
$,1524,0,0,0,0,1,,
$,1525,0,0,0,0,1,,
$,1526,0,0,0,0,1,,
$,1527,0,0,0,0,1,,
$,1528,0,0,0,0,1,,
$,1529,0,0,0,0,1,,
$,1530,0,0,0,0,1,,
$,1531,0,0,0,0,1,,
$,1532,0,0,0,0,1,,
$,1533,0,0,0,0,1,,
$,1534,0,0,0,0,1,,
$,1535,0,0,0,0,1,,
$,1536,0,0,0,0,1,,
$,1537,0,0,0,0,1,,
$,1538,0,0,0,0,1,,
$,1539,0,0,0,0,1,,
$,1540,0,0,0,0,1,,
$,1541,0,0,0,0,1,,
$,1542,0,0,0,0,1,,
$,1543,0,0,0,0,1,,
$,1544,0,0,0,0,1,,
$,1545,0,0,0,0,1,,
$,1546,0,0,0,0,1,,
$,1547,0,0,0,0,1,,
$,1548,0,0,0,0,1,,
$,1549,0,0,0,0,1,,
$,1550,0,0,0,0,1,,
$,1551,0,0,0,0,1,,
$,1552,0,0,0,0,1,,
$,1553,0,0,0,0,1,,
$,1554,0,0,0,0,1,,
$,1555,0,0,0,0,1,,
$,1556,0,0,0,0,1,,
$,1557,0,0,0,0,1,,
$,1558,0,0,0,0,1,,
$,1559,0,0,0,0,1,,
$,1560,0,0,0,0,1,,
$,1561,0,0,0,0,1,,
$,1562,0,0,0,0,1,,
$,1563,0,0,0,0,1,,
$,1564,0,0,0,0,1,,
$,1565,0,0,0,0,1,,
$,1566,0,0,0,0,1,,
$,1567,0,0,0,0,1,,
